postcode,locality,state,dc,type,sa3,sa3_name,sa4,sa4_name,region,status,sa1_code_2021,sa1_name_2021,sa2_code_2021,sa2_name_2021,ra_2021,ra_2021_name,mmm_2019,ced,altitude,charge_zone,phn_code,phn_name,lga_region,lga_code,electorate,electorate_rating,state_electoral_code,state_electoral_name,area_km2,long,lat
3136,CROYDON,VIC,MOOROOLBARK DC,Delivery Area,21103.0,Maroondah,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21103145213.0,Croydon South,211031452.0,Croydon South,20.0,Major Cities of Australia,1.0,Deakin,,V1,PHN202,Eastern Melbourne,Maroondah,24410.0,Menzies,Outer Metropolitan,28402.0,Warrandyte (North-Eastern Metropolitan),23.008621628634664,145.28162150225808,-37.79125896070626
3137,KILSYTH,VIC,MOOROOLBARK DC,Delivery Area,21105.0,Yarra Ranges,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21105127720.0,Kilsyth,211051277.0,Kilsyth,20.0,Major Cities of Australia,1.0,Casey,120.772453308105,V1,PHN202,Eastern Melbourne,Maroondah,24410.0,Deakin,Outer Metropolitan,25101.0,Monbulk (Eastern Victoria),12.68285350891382,145.3164525098462,-37.818848312726274
3138,MOOROOLBARK,VIC,MOOROOLBARK DC,Delivery Area,21105.0,Yarra Ranges,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21105128147.0,Mooroolbark,211051281.0,Mooroolbark,20.0,Major Cities of Australia,1.0,Casey,,V1,PHN202,Eastern Melbourne,Yarra Ranges,27450.0,Deakin,Outer Metropolitan,22801.0,Evelyn (Eastern Victoria),12.502082933248843,145.32565426160838,-37.78136286947554
3139,BEENAK,VIC,WARBURTON,Delivery Area,21201.0,Cardinia,212.0,Melbourne - South East,R3,Updated 6-Feb-2020,21105128659.0,Woori Yallock,211051286.0,Yarra Valley,21.0,Inner Regional Australia,2.0,Casey,,V1,PHN202,Eastern Melbourne,Cardinia,21450.0,Casey,Rural,25101.0,Monbulk (Eastern Victoria),238.1908477571931,145.5442932206909,-37.81261987527331
3140,LILYDALE,VIC,MOOROOLBARK DC,Delivery Area,21105.0,Yarra Ranges,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21105128127.0,Mooroolbark,211051281.0,Mooroolbark,20.0,Major Cities of Australia,1.0,Casey,,V1,PHN202,Eastern Melbourne,Yarra Ranges,27450.0,Casey,Rural,22801.0,Evelyn (Eastern Victoria),29.173651081359363,145.3678029900797,-37.75566272893708
3141,CHAPEL STREET NORTH,VIC,RICHMOND DC,Delivery Area,20606.0,Stonnington - West,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20606151624.0,South Yarra,206061516.0,South Yarra - South,20.0,Major Cities of Australia,1.0,Higgins,15.2908477783203,V1,PHN203,South Eastern Melbourne,Melbourne,24600.0,Macnamara,Inner Metropolitan,26906.0,Prahran (Southern Metropolitan),3.5473787891550552,144.99192950107948,-37.83931336635048
3142,HAWKSBURN,VIC,RICHMOND DC,Delivery Area,20701.0,Boroondara,207.0,Melbourne - Inner East,R1,Updated 6-Feb-2020,20606113832.0,Toorak,206061138.0,Toorak,20.0,Major Cities of Australia,1.0,Higgins,,V1,PHN203,South Eastern Melbourne,Stonnington,26350.0,Higgins,Inner Metropolitan,24606.0,Malvern (Southern Metropolitan),4.272970899967745,145.01746948715189,-37.84154251273256
3143,ARMADALE,VIC,HAWTHORN DELIVERY CENTRE,Delivery Area,20606.0,Stonnington - West,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20606113638.0,Prahran,206061136.0,Prahran - Windsor,20.0,Major Cities of Australia,1.0,Higgins,49.0853424072266,V1,PHN203,South Eastern Melbourne,Stonnington,26350.0,Higgins,Inner Metropolitan,26906.0,Prahran (Southern Metropolitan),2.163993682875474,145.0202250927929,-37.85667645758264
3144,KOOYONG,VIC,HAWTHORN DELIVERY CENTRE,Delivery Area,20804.0,Stonnington - East,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20804119452.0,Malvern (Vic.),208041194.0,Malvern - Glen Iris,20.0,Major Cities of Australia,1.0,Higgins,,V1,PHN203,South Eastern Melbourne,Stonnington,26350.0,Higgins,Inner Metropolitan,24606.0,Malvern (Southern Metropolitan),3.420824230526672,145.0351178251863,-37.85452937689606
3145,CAULFIELD EAST,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,20804.0,Stonnington - East,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20804119556.0,Malvern East,208041195.0,Malvern East,20.0,Major Cities of Australia,1.0,Higgins,44.2895164489746,V1,PHN203,South Eastern Melbourne,Glen Eira,22310.0,Macnamara,Inner Metropolitan,24606.0,Malvern (Southern Metropolitan),8.98184396506431,145.06213615799865,-37.8772810586419
3146,GLEN IRIS,VIC,BURWOOD DC,Delivery Area,20804.0,Stonnington - East,208.0,Melbourne - Inner South,R1,Updated 2-Dec-2022,20804119453.0,Glen Iris (Vic.),208041194.0,Malvern - Glen Iris,20.0,Major Cities of Australia,1.0,Higgins,17.9518089294434,V1,PHN203,South Eastern Melbourne,Stonnington,26350.0,Higgins,Inner Metropolitan,24606.0,Malvern (Southern Metropolitan),8.237730797938113,145.06507405152672,-37.85580695246677
3147,ASHBURTON,VIC,BURWOOD DC,Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205131946.0,Ashwood,212051319.0,Ashwood - Chadstone,20.0,Major Cities of Australia,1.0,Higgins,68.6807708740234,V1,PHN202,Eastern Melbourne,Stonnington,26350.0,Higgins,Inner Metropolitan,24606.0,Malvern (Southern Metropolitan),5.462875906006875,145.09045041402402,-37.86703219847542
3148,CHADSTONE,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205131947.0,Chadstone,212051319.0,Ashwood - Chadstone,20.0,Major Cities of Australia,1.0,Chisholm,88.7471389770508,V1,PHN202,Eastern Melbourne,Monash,24970.0,Hotham,Inner Metropolitan,26306.0,Oakleigh (Southern Metropolitan),2.9965528426155847,145.10022806869117,-37.88183895324592
3149,MOUNT WAVERLEY,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205132441.0,Mount Waverley,212051324.0,Mount Waverley - South,20.0,Major Cities of Australia,1.0,Chisholm,,V1,PHN202,Eastern Melbourne,Monash,24970.0,Hotham,Inner Metropolitan,26306.0,Oakleigh (Southern Metropolitan),15.184923688548176,145.1284968265351,-37.878382248350114
3150,GLEN WAVERLEY,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205132752.0,Wheelers Hill,212051327.0,Wheelers Hill,20.0,Major Cities of Australia,1.0,Chisholm,101.373085021973,V1,PHN202,Eastern Melbourne,Monash,24970.0,Hotham,Inner Metropolitan,26306.0,Oakleigh (Southern Metropolitan),27.27839946671399,145.17533033543984,-37.89154949434097
3151,BURWOOD EAST,VIC,BURWOOD DC,Delivery Area,20703.0,Whitehorse - West,207.0,Melbourne - Inner East,R1,Updated 6-Feb-2020,20703116627.0,Burwood East,207031166.0,Burwood East,20.0,Major Cities of Australia,1.0,Chisholm,,V1,PHN202,Eastern Melbourne,Whitehorse,26980.0,Chisholm,Inner Metropolitan,23402.0,Glen Waverley (North-Eastern Metropolitan),4.262350064153553,145.150415709724,-37.85358586722851
3152,KNOX CITY CENTRE,VIC,FERNTREE GULLY DELIVERY CENTRE,Delivery Area,21101.0,Knox,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21101144615.0,Wantirna South,211011446.0,Boronia,20.0,Major Cities of Australia,1.0,Aston,96.1928558349609,V1,PHN202,Eastern Melbourne,Knox,23670.0,Aston,Outer Metropolitan,27405.0,Rowville (South-Eastern Metropolitan),22.2599185634566,145.22324126101003,-37.86596536108807
3153,BAYSWATER,VIC,BAYSWATER DC,Delivery Area,21103.0,Maroondah,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21103126327.0,Bayswater North,211031263.0,Bayswater North,20.0,Major Cities of Australia,1.0,Aston,,V1,PHN202,Eastern Melbourne,Maroondah,24410.0,Deakin,Outer Metropolitan,27202.0,Ringwood (North-Eastern Metropolitan),14.482283033269852,145.27325921857292,-37.83694710470234
3154,THE BASIN,VIC,BAYSWATER DC,Delivery Area,21101.0,Knox,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21105128232.0,Sassafras (Vic.),211051282.0,Mount Dandenong - Olinda,20.0,Major Cities of Australia,1.0,Aston,168.80451965332,V1,PHN202,Eastern Melbourne,Knox,23670.0,Aston,Outer Metropolitan,25101.0,Monbulk (Eastern Victoria),6.367366275232082,145.32254233227084,-37.85641228859316
3155,BORONIA,VIC,BAYSWATER DC,Delivery Area,21101.0,Knox,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21101144654.0,Boronia,211011446.0,Boronia,20.0,Major Cities of Australia,1.0,Aston,,V1,PHN202,Eastern Melbourne,Knox,23670.0,Aston,Outer Metropolitan,25101.0,Monbulk (Eastern Victoria),11.340749690990254,145.28573441953762,-37.85627660444251
3156,FERNTREE GULLY,VIC,FERNTREE GULLY DELIVERY CENTRE,Delivery Area,21202.0,Casey - North,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21202145326.0,Lysterfield South,212021453.0,Endeavour Hills - North,20.0,Major Cities of Australia,1.0,Aston,,V1,PHN203,South Eastern Melbourne,Casey,21610.0,Casey,Rural,27405.0,Rowville (South-Eastern Metropolitan),53.510395095659405,145.29316685510284,-37.92102262664278
3158,UPWEY,VIC,BELGRAVE DELIVERY CENTRE,Delivery Area,21105.0,Yarra Ranges,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21105128427.0,Upwey,211051284.0,Upwey - Tecoma,20.0,Major Cities of Australia,1.0,Casey,,V1,PHN202,Eastern Melbourne,Yarra Ranges,27450.0,Casey,Rural,25101.0,Monbulk (Eastern Victoria),6.217708552749811,145.32907843911602,-37.905481379625485
3159,MENZIES CREEK,VIC,BELGRAVE DELIVERY CENTRE,Delivery Area,21105.0,Yarra Ranges,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21105128201.0,Menzies Creek,211051282.0,Mount Dandenong - Olinda,20.0,Major Cities of Australia,1.0,Casey,,V1,PHN202,Eastern Melbourne,Cardinia,21450.0,Casey,Rural,25101.0,Monbulk (Eastern Victoria),14.026340178334614,145.3904943965926,-37.92110209248135
3160,BELGRAVE,VIC,BELGRAVE DELIVERY CENTRE,Delivery Area,21105.0,Yarra Ranges,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21105128423.0,Tecoma,211051284.0,Upwey - Tecoma,20.0,Major Cities of Australia,1.0,Casey,,V1,PHN202,Eastern Melbourne,Yarra Ranges,27450.0,Casey,Rural,25101.0,Monbulk (Eastern Victoria),20.944726908531106,145.3542170798929,-37.93141090679048
3161,CAULFIELD JUNCTION,VIC,BENTLEIGH EAST DC,Delivery Area,20802.0,Glen Eira,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20802117758.0,Caulfield North,208021177.0,Caulfield - North,20.0,Major Cities of Australia,1.0,Macnamara,37.2892227172852,V1,PHN203,South Eastern Melbourne,Glen Eira,22310.0,Macnamara,Inner Metropolitan,21806.0,Caulfield (Southern Metropolitan),4.201906598552426,145.02158683557207,-37.87204814685487
3162,CAULFIELD,VIC,BENTLEIGH EAST DC,Delivery Area,20802.0,Glen Eira,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20802117843.0,Caulfield,208021178.0,Caulfield - South,20.0,Major Cities of Australia,1.0,Goldstein,25.5826740264893,V1,PHN203,South Eastern Melbourne,Glen Eira,22310.0,Macnamara,Inner Metropolitan,21806.0,Caulfield (Southern Metropolitan),4.742289506394629,145.02536188672545,-37.89138033449159
3163,BOORAN ROAD PO,VIC,Melbourne Metro,Delivery Area,20802.0,Glen Eira,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20802118214.0,Glen Huntly,208021182.0,Ormond - Glen Huntly,20.0,Major Cities of Australia,1.0,Higgins,,V1,PHN203,South Eastern Melbourne,Glen Eira,22310.0,Macnamara,Inner Metropolitan,26306.0,Oakleigh (Southern Metropolitan),7.213076738613657,145.0591408177358,-37.89446610728839
3165,BENTLEIGH EAST,VIC,BENTLEIGH EAST DC,Delivery Area,20802.0,Glen Eira,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20802142728.0,Bentleigh East,208021427.0,Bentleigh East - South,20.0,Major Cities of Australia,1.0,Hotham,,V1,PHN203,South Eastern Melbourne,Glen Eira,22310.0,Hotham,Inner Metropolitan,20906.0,Bentleigh (Southern Metropolitan),9.014894168569636,145.06698520729142,-37.9221089413562
3166,HUGHESDALE,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205132656.0,Oakleigh,212051326.0,Oakleigh - Huntingdale,20.0,Major Cities of Australia,1.0,Hotham,,V1,PHN203,South Eastern Melbourne,Monash,24970.0,Hotham,Inner Metropolitan,26306.0,Oakleigh (Southern Metropolitan),8.465199356591155,145.0982600792307,-37.90168515530482
3167,OAKLEIGH SOUTH,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205132657.0,Oakleigh South,212051326.0,Oakleigh - Huntingdale,20.0,Major Cities of Australia,1.0,Hotham,,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Hotham,Inner Metropolitan,26306.0,Oakleigh (Southern Metropolitan),6.651440376093998,145.0942745096336,-37.92440036788901
3168,CLAYTON,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205156827.0,Clayton,212051568.0,Clayton - Central,20.0,Major Cities of Australia,1.0,Hotham,89.1910858154297,V1,PHN202,Eastern Melbourne,Monash,24970.0,Hotham,Inner Metropolitan,26306.0,Oakleigh (Southern Metropolitan),9.411217520188984,145.13217956009947,-37.91594144288624
3169,CLARINDA,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21204.0,Dandenong,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21204131030.0,Clayton South,212041310.0,Clayton South,20.0,Major Cities of Australia,1.0,Hotham,,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Hotham,Inner Metropolitan,21905.0,Clarinda (South-Eastern Metropolitan),11.447897919210666,145.11932706280484,-37.943071007960185
3170,MULGRAVE,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21205.0,Monash,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21205132550.0,Mulgrave (Vic.),212051325.0,Mulgrave,20.0,Major Cities of Australia,1.0,Hotham,,V1,PHN202,Eastern Melbourne,Monash,24970.0,Hotham,Inner Metropolitan,25505.0,Mulgrave (South-Eastern Metropolitan),10.7186180587047,145.1758710961118,-37.92568221928111
3171,SANDOWN VILLAGE,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21204.0,Dandenong,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21204131751.0,Springvale (Vic.),212041317.0,Springvale,20.0,Major Cities of Australia,1.0,Hotham,,V1,PHN203,South Eastern Melbourne,Greater Dandenong,22670.0,Hotham,Inner Metropolitan,25505.0,Mulgrave (South-Eastern Metropolitan),11.086740633628072,145.15784690269965,-37.94567139759323
3172,DINGLEY VILLAGE,VIC,BRAESIDE DC,Delivery Area,21204.0,Dandenong,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21204146029.0,Springvale South,212041460.0,Noble Park - West,20.0,Major Cities of Australia,1.0,Isaacs,,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Isaacs,Outer Metropolitan,21905.0,Clarinda (South-Eastern Metropolitan),12.747225792169615,145.13365240876462,-37.97386453129444
3173,KEYSBOROUGH,VIC,BRAESIDE DC,Delivery Area,21204.0,Dandenong,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21204156628.0,Keysborough,212041566.0,Keysborough - South,20.0,Major Cities of Australia,1.0,Isaacs,,V1,PHN203,South Eastern Melbourne,Greater Dandenong,22670.0,Isaacs,Outer Metropolitan,25205.0,Mordialloc (South-Eastern Metropolitan),21.714238816372745,145.16732403288913,-38.00538746470124
3174,NOBLE PARK,VIC,MOUNT WAVERLEY MDC (NEW),Delivery Area,21204.0,Dandenong,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21204146035.0,Noble Park,212041460.0,Noble Park - West,20.0,Major Cities of Australia,1.0,Bruce,29.7529163360596,V1,PHN203,South Eastern Melbourne,Greater Dandenong,22670.0,Bruce,Outer Metropolitan,25505.0,Mulgrave (South-Eastern Metropolitan),12.302797729059147,145.18102080823255,-37.96393802907838
3175,BANGHOLME,VIC,DANDENONG DC,Delivery Area,21204.0,Dandenong,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21204156616.0,Bangholme,212041566.0,Keysborough - South,20.0,Major Cities of Australia,1.0,Bruce,15.1385822296143,V1,PHN203,South Eastern Melbourne,Casey,21610.0,Isaacs,Outer Metropolitan,25905.0,Narre Warren South (South-Eastern Metropolitan),73.83136159483502,145.20311691800512,-38.01863116994682
3177,DOVETON,VIC,DANDENONG DC,Delivery Area,21202.0,Casey - North,212.0,Melbourne - South East,R1,Updated 6-Feb-2020,21202129526.0,Eumemmerring,212021295.0,Doveton,20.0,Major Cities of Australia,1.0,Bruce,,V1,PHN203,South Eastern Melbourne,Casey,21610.0,Bruce,Outer Metropolitan,25805.0,Narre Warren North (South-Eastern Metropolitan),5.193227370264676,145.24020053045808,-37.99060255781362
3178,ROWVILLE,VIC,FERNTREE GULLY DELIVERY CENTRE,Delivery Area,21101.0,Knox,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21101125828.0,Rowville,211011258.0,Rowville - South,20.0,Major Cities of Australia,1.0,Aston,,V1,PHN202,Eastern Melbourne,Knox,23670.0,Aston,Outer Metropolitan,27405.0,Rowville (South-Eastern Metropolitan),21.765398303544814,145.24381493990376,-37.92429172628551
3179,SCORESBY,VIC,FERNTREE GULLY DELIVERY CENTRE,Delivery Area,21101.0,Knox,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21101125434.0,Scoresby,211011254.0,Knoxfield - Scoresby,20.0,Major Cities of Australia,1.0,Aston,59.1296539306641,V1,PHN202,Eastern Melbourne,Knox,23670.0,Aston,Outer Metropolitan,27405.0,Rowville (South-Eastern Metropolitan),8.690111484813448,145.21857070623338,-37.901659640398286
3180,KNOXFIELD,VIC,FERNTREE GULLY DELIVERY CENTRE,Delivery Area,21101.0,Knox,211.0,Melbourne - Outer East,R1,Updated 6-Feb-2020,21101125701.0,Rowville,211011257.0,Rowville - North,20.0,Major Cities of Australia,1.0,Aston,69.6659469604492,V1,PHN202,Eastern Melbourne,Knox,23670.0,Aston,Outer Metropolitan,27405.0,Rowville (South-Eastern Metropolitan),5.6688484271028585,145.24933642155867,-37.89059708525327
3181,PRAHRAN,VIC,RICHMOND DC,Delivery Area,20606.0,Stonnington - West,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20606113645.0,Prahran,206061136.0,Prahran - Windsor,20.0,Major Cities of Australia,1.0,Higgins,22.3074016571045,V1,PHN203,South Eastern Melbourne,Port Phillip,25900.0,Macnamara,Inner Metropolitan,26906.0,Prahran (Southern Metropolitan),2.913441513341973,144.9975309037117,-37.85276615043435
3182,ST KILDA,VIC,ST KILDA DC,Delivery Area,20605.0,Port Phillip,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20605151435.0,St Kilda West,206051514.0,St Kilda - West,20.0,Major Cities of Australia,1.0,Macnamara,7.36518239974976,V1,PHN203,South Eastern Melbourne,Port Phillip,25900.0,Macnamara,Inner Metropolitan,26906.0,Prahran (Southern Metropolitan),3.707976239129074,144.98021532388924,-37.86292465185941
3183,BALACLAVA,VIC,ST KILDA DC,Delivery Area,20802.0,Glen Eira,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20802117754.0,St Kilda East,208021177.0,Caulfield - North,20.0,Major Cities of Australia,1.0,Macnamara,14.3207473754883,V1,PHN203,South Eastern Melbourne,Glen Eira,22310.0,Macnamara,Inner Metropolitan,26906.0,Prahran (Southern Metropolitan),3.0283261978571843,145.00031586745516,-37.867697615401
3184,BRIGHTON ROAD,VIC,ST KILDA DC,Delivery Area,20605.0,Port Phillip,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20605151413.0,St Kilda (Vic.),206051514.0,St Kilda - West,20.0,Major Cities of Australia,1.0,Macnamara,,V1,PHN203,South Eastern Melbourne,Port Phillip,25900.0,Macnamara,Inner Metropolitan,21206.0,Brighton (Southern Metropolitan),2.5959393569126377,144.9854973414819,-37.88078598437459
3185,ELSTERNWICK,VIC,ST KILDA DC,Delivery Area,20802.0,Glen Eira,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20802117930.0,Elsternwick,208021179.0,Elsternwick,20.0,Major Cities of Australia,1.0,Macnamara,8.04000091552734,V1,PHN203,South Eastern Melbourne,Port Phillip,25900.0,Macnamara,Inner Metropolitan,21806.0,Caulfield (Southern Metropolitan),3.147747796152641,145.00611639501295,-37.88612771027192
3186,BRIGHTON,VIC,BRIGHTON DC,Delivery Area,20801.0,Bayside,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20801117231.0,Hampton (Vic.),208011172.0,Hampton,20.0,Major Cities of Australia,1.0,Goldstein,,V1,PHN203,South Eastern Melbourne,Bayside (Vic.),20910.0,Goldstein,Inner Metropolitan,21206.0,Brighton (Southern Metropolitan),8.370152482495111,144.9960026978234,-37.90843927781754
3187,BRIGHTON EAST,VIC,BRIGHTON DC,Delivery Area,20802.0,Glen Eira,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20802117449.0,Brighton East,208021174.0,Bentleigh - McKinnon,20.0,Major Cities of Australia,1.0,Goldstein,19.9849586486816,V1,PHN203,South Eastern Melbourne,Glen Eira,22310.0,Goldstein,Inner Metropolitan,21206.0,Brighton (Southern Metropolitan),5.619267732850416,145.01667626177547,-37.917323532363234
3188,HAMPTON,VIC,MOORABBIN DELIVERY CENTRE,Delivery Area,20801.0,Bayside,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20801117312.0,Sandringham (Vic.),208011173.0,Sandringham - Black Rock,20.0,Major Cities of Australia,1.0,Goldstein,,V1,PHN203,South Eastern Melbourne,Bayside (Vic.),20910.0,Goldstein,Inner Metropolitan,27506.0,Sandringham (Southern Metropolitan),5.746240117803797,145.0145665039673,-37.93799573538314
3189,MOORABBIN,VIC,MOORABBIN DELIVERY CENTRE,Delivery Area,20803.0,Kingston,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20803119125.0,Moorabbin,208031191.0,Moorabbin - Heatherton,20.0,Major Cities of Australia,1.0,Isaacs,34.8671455383301,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Isaacs,Outer Metropolitan,27506.0,Sandringham (Southern Metropolitan),4.583033113662421,145.05778112070848,-37.94145770716473
3190,HIGHETT,VIC,MOORABBIN DELIVERY CENTRE,Delivery Area,20803.0,Kingston,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20803118864.0,Highett,208031188.0,Highett (East) - Cheltenham,20.0,Major Cities of Australia,1.0,Goldstein,38.4934616088867,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Isaacs,Outer Metropolitan,27506.0,Sandringham (Southern Metropolitan),3.657549036454229,145.04042012879117,-37.95038315205051
3191,SANDRINGHAM,VIC,MOORABBIN DELIVERY CENTRE,Delivery Area,20801.0,Bayside,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20801117343.0,Sandringham (Vic.),208011173.0,Sandringham - Black Rock,20.0,Major Cities of Australia,1.0,Goldstein,,V1,PHN203,South Eastern Melbourne,Bayside (Vic.),20910.0,Goldstein,Inner Metropolitan,27506.0,Sandringham (Southern Metropolitan),3.712388021589237,145.01462497023198,-37.95357394321103
3192,CHELTENHAM,VIC,MOORABBIN DELIVERY CENTRE,Delivery Area,20803.0,Kingston,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20803118865.0,Cheltenham (Vic.),208031188.0,Highett (East) - Cheltenham,20.0,Major Cities of Australia,1.0,Isaacs,,V1,PHN203,South Eastern Melbourne,Bayside (Vic.),20910.0,Isaacs,Outer Metropolitan,27506.0,Sandringham (Southern Metropolitan),10.592723020678791,145.06036132654586,-37.96355963302761
3193,BEAUMARIS,VIC,MOORABBIN DELIVERY CENTRE,Delivery Area,20801.0,Bayside,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20801117341.0,Sandringham (Vic.),208011173.0,Sandringham - Black Rock,20.0,Major Cities of Australia,1.0,Goldstein,19.7592372894287,V1,PHN203,South Eastern Melbourne,Bayside (Vic.),20910.0,Goldstein,Inner Metropolitan,27506.0,Sandringham (Southern Metropolitan),8.326193661486737,145.03231430836794,-37.978036127212974
3194,MENTONE,VIC,BRAESIDE DC,Delivery Area,20803.0,Kingston,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20803119201.0,Moorabbin Airport,208031192.0,Moorabbin Airport,20.0,Major Cities of Australia,1.0,Isaacs,,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Isaacs,Outer Metropolitan,27506.0,Sandringham (Southern Metropolitan),7.5251458869979455,145.08150122218777,-37.97993291060124
3195,ASPENDALE,VIC,BRAESIDE DC,Delivery Area,20803.0,Kingston,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20803119343.0,Parkdale,208031193.0,Mordialloc - Parkdale,20.0,Major Cities of Australia,1.0,Isaacs,3.20518827438354,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Isaacs,Outer Metropolitan,25205.0,Mordialloc (South-Eastern Metropolitan),24.476297048415645,145.1096037410508,-38.0055439731727
3196,BONBEACH,VIC,BRAESIDE DC,Delivery Area,20803.0,Kingston,208.0,Melbourne - Inner South,R1,Updated 6-Feb-2020,20803118917.0,Edithvale,208031189.0,Edithvale - Aspendale,20.0,Major Cities of Australia,1.0,Isaacs,,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Isaacs,Outer Metropolitan,25205.0,Mordialloc (South-Eastern Metropolitan),10.683562367587774,145.1256177940203,-38.04820096387441
3197,CARRUM,VIC,SEAFORD DELIVERY CENTRE,Delivery Area,21401.0,Frankston,214.0,Mornington Peninsula,R1,Updated 6-Feb-2020,20803118530.0,Patterson Lakes,208031185.0,Carrum - Patterson Lakes,20.0,Major Cities of Australia,1.0,Isaacs,,V1,PHN203,South Eastern Melbourne,Kingston (Vic.),23430.0,Isaacs,Outer Metropolitan,21705.0,Carrum (South-Eastern Metropolitan),5.824933079929792,145.13919378435332,-38.07130655804068
3198,BELVEDERE PARK,VIC,SEAFORD DELIVERY CENTRE,Delivery Area,21401.0,Frankston,214.0,Mornington Peninsula,R1,Updated 6-Feb-2020,21401137541.0,Seaford (Vic.),214011375.0,Seaford (Vic.),20.0,Major Cities of Australia,1.0,Dunkley,1.40342569351196,V1,PHN203,South Eastern Melbourne,Frankston,22170.0,Dunkley,Outer Metropolitan,23005.0,Frankston (South-Eastern Metropolitan),12.397050538918084,145.1384618977517,-38.10475124322475
